what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325522635144
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325522636815
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325522644031
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325522736865
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325522745078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325522745178
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325522746726
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325522786543
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1325522788467
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1325522797218
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1325522797256
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1325522811442
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325522815240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325522816470
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325523034111
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325523044549
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325523044992
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325523048197
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325523111709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325523112867
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325523217973
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325523223572
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325523226453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325523245503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325523247727
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325523248288
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325523250484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325523260598
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325523260612
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1325523265515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325523307012
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325524013336
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1325524018299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325524080301
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325524650975
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325524758308
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325524866640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325524886285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325524894351
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1325524898143
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1325524904994
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201109151620,"org.eclipse.cdt.debug.core",1325524905073
started,bundle,org.eclipse.cdt.debug.ui,7.1.1.201109151620,"org.eclipse.cdt.debug.ui",1325524905092
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1325524905198
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1325524905278
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1325524906715
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1325524914809
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1325524946245
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1325524956820
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325524961751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325524963973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325524997847
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525033877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525129825
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525135149
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525156691
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1325525192959
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1325525197499
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1325525226276
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1325525233798
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325525238706
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525253766
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525254545
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525256116
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525275142
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325525283442
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525286321
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525286942
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525288917
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525293346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325525319201
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525320287
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525320818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525322765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525326558
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525340061
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525345085
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525353564
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525364095
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525409109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525466103
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1325525501723
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325525503263
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525504565
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525509479
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525514013
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325525538703
